Epoch,D Loss,G Loss,Temp Loss,Thermal Loss,Fuel Loss,Burnup Loss,Enrichment Loss,GenMean,GenStd
0,0.6735717058181763,15000000001.979778,84.9849041826442,0.24652692334889123,0.2703104727057968,0.0,8.976039756136258,0.0035897819325327873,0.3534267246723175
1,0.6677545309066772,15000000001.91204,82.44208822692696,0.2363371006823902,0.18563038475249144,0.0,7.894675425473257,0.021095337346196175,0.341791570186615
2,0.627686619758606,15000000001.92891,79.72713218443684,0.3532011163251785,0.19333651964138776,0.0,7.878580544939938,0.04231051355600357,0.34889981150627136
3,0.6265106797218323,15000000001.842873,77.79144884221326,0.28725356241206157,0.23249694430575524,0.0,6.797167179209479,0.05817948281764984,0.3566710948944092
4,0.6011719107627869,15000000001.855692,77.11022392199712,0.27847126119538057,0.10832759166511799,0.0,6.301363936316033,0.06304123252630234,0.3548145294189453
5,0.595565676689148,15000000001.825893,75.94220581387715,0.44846602919968015,0.18804265378266186,0.0,6.25782452684594,0.09116411954164505,0.3587186634540558
6,0.583450198173523,15000000001.8535,74.94078679809232,0.24419749128251544,0.18407436445074027,0.0,5.960808275949827,0.09921636432409286,0.35807734727859497
7,0.5846307277679443,15000000001.822329,72.45940312172911,0.4165479299653434,0.11549306617392746,0.0,5.575189397290476,0.12497984617948532,0.36075329780578613
8,0.5839186906814575,15000000001.784498,71.66559205592306,0.3329317613441255,0.0757134098992762,0.0,4.945787855196285,0.14448459446430206,0.36668822169303894
9,0.5741254091262817,15000000001.767256,70.4350061612627,0.2977716934978968,0.0769938382380976,0.0,4.572181196282122,0.17436204850673676,0.3640986979007721
10,0.5653252601623535,15000000001.754007,69.18993354792843,0.3142729071507119,0.17301473374373033,0.0,4.743401522355042,0.19641083478927612,0.36674609780311584
11,0.5680806636810303,15000000001.77157,69.01580186472717,0.22202987453190795,0.029240769179092903,0.0,4.354738913881804,0.2195967137813568,0.35670286417007446
12,0.5659322738647461,15000000001.760838,67.5881525036429,0.29970459011184414,0.030403619421622213,0.0,3.992565698234097,0.2441369891166687,0.3596469759941101
13,0.5686699151992798,15000000001.70866,65.98372701237639,0.25038300195569163,0.11589892048203414,0.0,4.235822163185106,0.2844771444797516,0.35212329030036926
14,0.5610795021057129,15000000001.718784,65.27292044053696,0.2641663412236964,0.0711663512399672,0.0,4.01521104339023,0.3010270297527313,0.3511141538619995
15,0.5770576000213623,15000000001.698212,64.10086848723009,0.19708305621105815,0.061280694165904544,0.0,3.9136257581852205,0.34000131487846375,0.3444695770740509
16,0.5904405117034912,15000000001.677137,63.8924772044209,0.15036703205430918,0.02055102400624245,0.0,3.6267674577668116,0.35366785526275635,0.3339742422103882
17,0.5920068025588989,15000000001.685064,62.406539070834285,0.17398754045820367,0.0,0.0,4.138407070008387,0.3915921151638031,0.32515525817871094
18,0.5962613224983215,15000000001.665028,62.3104032070035,0.22388554546023548,0.0,0.0,3.927513649753294,0.4114528000354767,0.3178059160709381
19,0.6067830920219421,15000000001.681177,61.21395927533809,0.19278778837778493,0.03946140710575644,0.0,3.875806809184133,0.4447682201862335,0.3025704026222229
20,0.62713623046875,15000000001.646955,61.390889091740114,0.13979778470699555,0.0,0.0,4.119584979639473,0.45300960540771484,0.3059207797050476
21,0.6319409608840942,15000000001.633045,60.34149994775581,0.1315349642630567,0.0,0.0,4.206885891143353,0.4839273691177368,0.29656660556793213
22,0.6539158821105957,15000000001.621004,60.22009526288804,0.055030779077770264,0.0,0.0,3.8185935584664144,0.5061585903167725,0.28943145275115967
23,0.6550037264823914,15000000001.603779,59.92603808559586,0.04510426131319238,0.0,0.0,3.6516872061925336,0.5214024186134338,0.2934609055519104
24,0.6791648268699646,15000000001.564177,59.18459783900273,0.09088887362053005,0.0,0.0,3.426181071647599,0.5436131358146667,0.2896435260772705
25,0.6810299158096313,15000000001.571293,58.51636327949717,0.024119677367603717,0.0,0.0,3.2455728424907972,0.5611380934715271,0.2860022187232971
26,0.6799957752227783,15000000001.564117,58.73520378507386,0.03385188136477358,0.0,0.0,3.064430123457873,0.5596213936805725,0.30101582407951355
27,0.7033064961433411,15000000001.529373,58.19011740679235,0.10409719137630685,0.0,0.0,2.843253876616321,0.5791847705841064,0.2966395616531372
28,0.706579327583313,15000000001.548698,58.16534077352516,0.046382284915855054,0.0,0.0,2.738862859582777,0.5834777355194092,0.3044109344482422
29,0.6976413130760193,15000000001.561659,57.71269905007761,0.0015680624243782637,0.0,0.0,2.4305920517852666,0.599826991558075,0.29977020621299744
30,0.6998779773712158,15000000001.54999,57.2934728608432,0.03331923147536054,0.0,0.0,2.339749202110829,0.6114622354507446,0.30295461416244507
31,0.6847668290138245,15000000001.544298,57.3542845692665,0.06843225286557852,0.0,0.0,2.179949091487081,0.6254766583442688,0.2883960008621216
32,0.6952061653137207,15000000001.536926,57.1126969928947,0.007346477080723911,0.0,0.0,2.333069998489732,0.638266921043396,0.28391018509864807
33,0.6993545293807983,15000000001.541327,56.894373043435365,0.0,0.0,0.0,2.245427511298927,0.6493092179298401,0.278195858001709
34,0.712195098400116,15000000001.506958,56.86248331112394,0.0,0.0,0.0,2.276027641081209,0.6597990393638611,0.2660634219646454
35,0.6965166330337524,15000000001.529806,56.69851018302175,0.0,0.0,0.0,2.3122674455795456,0.6665525436401367,0.2602368891239166
36,0.7021060585975647,15000000001.518406,56.30952981301955,0.0021354387259098877,0.0,0.0,2.1619081725148965,0.677921712398529,0.25408533215522766
37,0.695250391960144,15000000001.500652,56.60294638516425,0.0,0.0,0.0,2.3141971724762365,0.6826856136322021,0.2456907033920288
38,0.7028614282608032,15000000001.49345,56.31618483099116,0.0,0.0,0.0,2.307421586174578,0.6875407695770264,0.24782486259937286
39,0.7156193256378174,15000000001.491705,56.06322900857886,0.0,0.0,0.0,2.1886245368495802,0.6935800909996033,0.2454998940229416
40,0.6979787349700928,15000000001.495855,56.167102415564386,0.0,0.0,0.0,2.2891455543353483,0.6889200806617737,0.2530968487262726
41,0.6957995295524597,15000000001.504475,55.86860860841368,0.0,0.0,0.0,2.0892411824725623,0.6972083449363708,0.24818480014801025
42,0.6877980828285217,15000000001.514627,55.838346505804566,0.0,0.0,0.0,2.1906950366281825,0.6916184425354004,0.2574078440666199
43,0.7017039060592651,15000000001.480913,55.61420602913368,0.0036925968490023296,0.0,0.0,2.1619352951825337,0.6938703060150146,0.2607501447200775
44,0.6871093511581421,15000000001.501455,55.588312660487105,0.0,0.0,0.0,2.2704141185670332,0.6959248781204224,0.25787708163261414
45,0.6991891860961914,15000000001.506128,55.41001222144136,0.0,0.0,0.0,2.2752563477886176,0.6949406266212463,0.2652931809425354
46,0.6936799883842468,15000000001.496798,55.31826272807994,0.0,0.0,0.0,2.2526753921397544,0.6945425868034363,0.27085795998573303
47,0.7011959552764893,15000000001.50173,55.38827919986436,0.0,0.0,0.0,2.159586660990395,0.6915525794029236,0.278746098279953
48,0.7020073533058167,15000000001.507984,55.16007452697111,0.0,0.0,0.0,2.180955867797782,0.6936588287353516,0.28177449107170105
49,0.6990358829498291,15000000001.520565,54.949209566263896,0.0,0.0,0.0,2.4153192306434015,0.6951050162315369,0.2875286936759949
50,0.7022024393081665,15000000001.485256,54.97052197584155,0.006187704279618681,0.0,0.0,2.2733899985441175,0.7017180919647217,0.28151437640190125
51,0.6974306702613831,15000000001.492357,54.82207644431406,0.0,0.0,0.007678274117530032,2.243639426171238,0.7090585827827454,0.27520620822906494
52,0.6992157697677612,15000000001.511517,54.85199761179511,0.0,0.0,0.0,2.2647947000900692,0.7124231457710266,0.2731783092021942
53,0.6941795945167542,15000000001.4972,54.72996652925944,0.0,0.0,0.0,2.2849215383350163,0.721610963344574,0.2635466456413269
54,0.6821877956390381,15000000001.516064,54.51776603109812,0.0,0.0,0.0,2.231415455354263,0.7344879508018494,0.24875502288341522
55,0.6784774661064148,15000000001.50193,54.54613042800824,0.0,0.0,0.0,2.153704125432958,0.7384886145591736,0.24272564053535461
56,0.6840571761131287,15000000001.494778,54.51704678271961,0.0,0.0,0.0,2.197030652173552,0.7451669573783875,0.2344685196876526
57,0.694414496421814,15000000001.483992,54.42540713194658,0.0,0.0,0.0,2.2651451709282386,0.7472646832466125,0.23301364481449127
58,0.6835507750511169,15000000001.493336,54.375632886937055,0.0,0.0,0.0,2.2417010781727527,0.750562846660614,0.2292441427707672
59,0.6780906915664673,15000000001.486853,54.3771928586157,0.0,0.0,0.0,2.352884459197822,0.7499609589576721,0.23174910247325897
60,0.6983896493911743,15000000001.510632,54.38458686173904,0.0,0.0,0.0,2.1479328450108266,0.7439478039741516,0.23751820623874664
61,0.6750136613845825,15000000001.506681,54.32270684511611,0.0,0.0,0.0,2.2309766890474143,0.7477840781211853,0.23710960149765015
62,0.6693540811538696,15000000001.494379,54.31133783931008,0.0,0.0,0.0,2.2432588669878792,0.7372747659683228,0.250008761882782
63,0.687975287437439,15000000001.504925,54.240580271604635,0.0,0.0,0.0,2.3090271995834177,0.7346374988555908,0.2577708065509796
64,0.6730741262435913,15000000001.514235,54.252440700414546,0.0,0.0,0.0,2.121969053220422,0.7252895832061768,0.26821058988571167
65,0.6801899671554565,15000000001.503113,54.301239522036994,0.007243698973812225,0.0,0.0,2.189699461189236,0.7158346772193909,0.28153330087661743
66,0.6718360781669617,15000000001.494038,54.293714744051336,0.0,0.0,0.0,2.2103324207016732,0.7076936364173889,0.29129576683044434
67,0.6855260133743286,15000000001.489,54.24149472142211,0.0,0.0,0.0,2.2240914342985376,0.6990190148353577,0.30603620409965515
68,0.6830878257751465,15000000001.498814,54.20489404363041,0.0,0.0,0.0,2.3033495353740223,0.6935343146324158,0.31345775723457336
69,0.6755267381668091,15000000001.49982,54.21962242813283,0.0011538226414307719,0.0,0.0,2.142667849538266,0.6870689988136292,0.322654664516449
70,0.6690769195556641,15000000001.504618,54.29874109731132,0.0029110379588626056,0.0,0.0,2.1495634029877886,0.6854540109634399,0.32530856132507324
71,0.6752692461013794,15000000001.511251,54.27170698398956,0.0031700904706818828,0.0,0.0,2.1983186705478555,0.6897816061973572,0.32085731625556946
72,0.6814310550689697,15000000001.512222,54.14199736573259,0.006134703576556266,0.0,0.0,2.3503689678912454,0.7015731334686279,0.3122115731239319
73,0.6714986562728882,15000000001.524523,54.15794194214324,0.004339468662143454,0.0,0.0,2.1448526387271936,0.7098774313926697,0.3024400770664215
74,0.6672026515007019,15000000001.505035,54.129394775171114,0.0,0.0,0.0,2.168761251445078,0.7282218933105469,0.2778191566467285
75,0.668025016784668,15000000001.515945,54.02828861715857,0.0,0.0,0.0,2.2776812903708596,0.744235634803772,0.25844934582710266
76,0.6911760568618774,15000000001.506807,54.03089233582051,0.0,0.0,0.0,2.387184884015088,0.7553132772445679,0.24799984693527222
77,0.6821320056915283,15000000001.51466,53.972180669516526,0.0,0.0,0.0,2.420834739875185,0.7611801028251648,0.2456607222557068
78,0.6928853392601013,15000000001.501291,54.00858019045686,0.0,0.0,0.0,2.2860269230044454,0.7639750838279724,0.25011295080184937
79,0.6799026727676392,15000000001.523872,53.96512259401039,0.0,0.0,0.0,2.4971430474068006,0.763787031173706,0.25918707251548767
80,0.6798099279403687,15000000001.519577,53.96297179453417,0.0,0.0,0.0,2.3027024946491212,0.7637868523597717,0.2649567127227783
81,0.6734926700592041,15000000001.550718,53.93036275079673,0.0,0.0,0.0,2.3849295153525416,0.7672110199928284,0.26637792587280273
82,0.6659718155860901,15000000001.562489,53.95491803649793,0.0,0.0,0.0,2.330312716421692,0.7731508612632751,0.26424503326416016
83,0.6519981622695923,15000000001.561045,53.902377987112615,0.0,0.0,0.0,2.3553123229624653,0.7802768349647522,0.2550069987773895
84,0.6602039337158203,15000000001.548458,53.82555034751587,0.0,0.0,0.0,2.30893939311951,0.7902895212173462,0.24601145088672638
85,0.6673786640167236,15000000001.538307,53.821245418489305,0.0,0.0,0.0,2.372693234206174,0.7927995324134827,0.2524756193161011
86,0.6680264472961426,15000000001.522299,53.80650485832571,0.0,0.0,0.0,2.4436227510396265,0.7913064956665039,0.2681947350502014
87,0.6786174774169922,15000000001.518654,53.749557917211376,0.0,0.0,0.0,2.577052922739477,0.7898345589637756,0.28038135170936584
88,0.6790103912353516,15000000001.52168,53.66186610843253,0.0,0.0,0.0,2.726475101375851,0.7882570624351501,0.2923378348350525
89,0.6769413352012634,15000000001.551325,53.68238878423993,0.0,0.0,0.0,2.72060401884561,0.7891244292259216,0.29094311594963074
90,0.652851939201355,15000000001.544716,53.7478773495396,0.0,0.0,0.0,2.8271365871852234,0.7820230722427368,0.29556286334991455
91,0.6488300561904907,15000000001.56439,53.748737026762214,0.002215446043502104,0.0,0.0,2.6785616509583896,0.7777111530303955,0.29366663098335266
92,0.6658936738967896,15000000001.539005,53.81228436770076,0.0,0.0,0.0,2.926458927158896,0.7739108800888062,0.2847819924354553
93,0.6699984073638916,15000000001.507637,53.937082029814626,0.051053703412967805,0.0,0.0,2.7913229955459533,0.758921205997467,0.30098429322242737
